emp_no,title,dept_no,first_name,last_name,birth_date,from_date,to_date
443108,Senior Staff,d003,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01
443339,Staff,d008,Shir,Krone,1965-01-04,1996-10-02,1998-09-07
443485,Senior Staff,d008,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01
443632,Staff,d007,Bernd,Conia,1965-01-10,1999-11-25,2002-04-25
443841,Staff,d007,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01
443873,Staff,d001,Vatsa,Ramsay,1965-01-20,1994-02-04,2000-06-16
444070,Staff,d009,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01
444099,Senior Staff,d007,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01
444208,Senior Staff,d007,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01
444228,Senior Engineer,d004,Xinglin,Busillo,1965-01-23,1998-10-08,1999-06-11
444465,Senior Engineer,d005,Prasadram,Bultermann,1965-01-13,1997-08-29,1998-10-25
444487,Senior Engineer,d005,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01
444643,Staff,d008,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01
445067,Senior Engineer,d006,Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01
445152,Staff,d008,Heping,Peac,1965-01-09,1985-03-20,9999-01-01
445201,Staff,d003,Randi,Alblas,1965-01-22,1992-05-02,2000-01-27
445226,Engineer,d004,Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01
445456,Engineer,d004,Apostol,Gruenwald,1965-01-12,1998-08-04,2000-03-18
445514,Technique Leader,d005,Tuval,Albarhamtoshy,1965-01-05,1990-09-24,1999-10-28
445570,Technique Leader,d005,Van,Nations,1965-01-25,1986-08-11,9999-01-01
445723,Senior Staff,d008,Gaurav,Roison,1965-01-31,1986-10-22,1991-07-12
445941,Technique Leader,d004,Masako,Dechter,1965-01-11,1985-09-25,9999-01-01
445950,Engineer,d006,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01
446121,Staff,d007,Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01
446306,Senior Engineer,d004,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01
446424,Senior Engineer,d005,DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01
446785,Engineer,d006,Yuping,Papastamatiou,1965-01-30,1988-08-30,1992-01-16
446897,Technique Leader,d004,Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01
446959,Senior Engineer,d005,Aram,Passino,1965-01-29,1995-01-28,9999-01-01
447018,Senior Engineer,d004,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01
447135,Senior Staff,d003,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01
447191,Engineer,d005,Dmitri,Rousseau,1965-01-17,1995-06-19,1997-05-26
447232,Staff,d009,Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01
447290,Engineer,d004,Maria,Miculan,1965-01-08,1993-04-12,1998-05-08
447376,Staff,d008,Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01
447544,Senior Staff,d007,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01
447599,Technique Leader,d005,Heeju,Kemmerer,1965-01-17,1991-12-26,1996-02-15
447613,Engineer,d005,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01
447877,Engineer,d006,Make,Heuser,1965-01-13,1988-07-02,9999-01-01
447931,Staff,d007,Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01
447966,Senior Engineer,d004,Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01
447982,Senior Engineer,d004,Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01
447999,Senior Engineer,d005,Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01
448165,Staff,d007,Anyuan,Schwaller,1965-01-07,1993-08-31,2001-05-06
448769,Technique Leader,d004,Mong,Dichev,1965-01-18,1997-10-11,9999-01-01
448900,Staff,d007,Mart,Talmor,1965-01-16,1999-05-11,9999-01-01
448918,Senior Engineer,d004,Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01
448994,Staff,d002,Haldun,Syang,1965-01-12,1997-02-11,9999-01-01
449189,Senior Staff,d007,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01
449815,Staff,d008,Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01
449966,Staff,d001,Mabry,Knightly,1965-01-31,1994-01-04,2001-03-06
449984,Senior Engineer,d005,Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01
450184,Senior Engineer,d005,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01
450255,Technique Leader,d005,Udo,Waymire,1965-01-31,1986-06-14,9999-01-01
450309,Technique Leader,d006,Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01
450371,Senior Engineer,d004,Eldridge,Pargaonkar,1965-01-21,1992-08-03,1999-09-04
450421,Engineer,d004,Selwyn,Munoz,1965-01-25,1989-07-05,1992-10-07
450475,Senior Staff,d002,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01
450510,Staff,d002,Boalin,Tramer,1965-01-25,1992-04-13,1993-02-24
450817,Senior Engineer,d006,DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01
450888,Staff,d007,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01
450934,Senior Engineer,d004,Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01
450936,Staff,d002,Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01
451253,Staff,d007,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01
451272,Senior Engineer,d005,Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01
451275,Senior Staff,d008,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01
451333,Senior Staff,d003,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01
452137,Senior Engineer,d004,Subir,Miake,1965-01-15,1993-07-11,1999-01-09
452196,Staff,d009,Bartek,Snyers,1965-01-17,1987-01-14,2001-05-02
452206,Staff,d007,Arra,Esposito,1965-01-22,1994-11-03,9999-01-01
452325,Senior Engineer,d005,Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01
452347,Staff,d007,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01
452365,Engineer,d005,Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01
452956,Senior Engineer,d004,Gou,Thombley,1965-01-17,1987-04-09,1990-11-07
452957,Staff,d007,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01
452970,Senior Engineer,d004,Mari,Fargier,1965-01-06,1992-08-18,1995-12-11
452982,Senior Staff,d001,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01
453070,Staff,d003,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01
453154,Staff,d009,Gao,Lally,1965-01-03,1996-03-01,9999-01-01
453644,Senior Staff,d001,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01
453688,Engineer,d006,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01
453723,Senior Engineer,d004,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01
453760,Staff,d009,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01
453790,Engineer,d005,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01
453913,Senior Staff,d001,Stein,Perng,1965-01-23,1993-04-29,9999-01-01
453996,Senior Engineer,d006,Sugwoo,Weiland,1965-01-24,1997-04-23,1999-01-18
454338,Engineer,d006,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01
454378,Technique Leader,d004,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01
454736,Engineer,d005,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01
454791,Senior Engineer,d004,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01
454825,Engineer,d004,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01
454994,Senior Engineer,d004,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01
455113,Staff,d003,Manohar,Rothenberg,1965-01-15,1999-04-22,2002-06-16
455175,Staff,d001,Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01
455243,Senior Engineer,d005,Khoa,Bahk,1965-01-13,1991-06-10,1998-02-07
455284,Senior Engineer,d006,Luisa,Baig,1965-01-09,1996-07-12,9999-01-01
455296,Engineer,d005,Mang,Sundgren,1965-01-01,1995-11-27,1999-07-13
455364,Senior Staff,d007,Ranga,Plesums,1965-01-29,1990-01-28,1997-05-13
455415,Staff,d007,Weiye,Krohm,1965-01-10,1990-10-29,2000-02-10
455726,Staff,d007,Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01
455814,Engineer,d004,Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01
455914,Senior Engineer,d005,Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01
456767,Senior Staff,d007,Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01
456824,Technique Leader,d005,Aloke,Neiman,1965-01-13,1985-07-10,1996-07-23
456982,Senior Engineer,d005,Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01
457070,Staff,d003,Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01
457146,Staff,d008,Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01
457305,Staff,d007,Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01
457337,Technique Leader,d006,Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01
457411,Senior Engineer,d005,Xudong,Peck,1965-01-13,1988-04-18,9999-01-01
457489,Engineer,d004,Berna,Ranst,1965-01-24,1985-05-14,9999-01-01
457611,Engineer,d005,Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01
457653,Technique Leader,d006,Yakichi,Naumovich,1965-01-21,1988-06-12,1988-07-03
457776,Engineer,d004,Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01
457813,Senior Engineer,d004,Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01
457832,Senior Engineer,d005,Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01
457938,Staff,d009,Arch,Picco,1965-01-14,1997-10-22,9999-01-01
458111,Engineer,d004,Florian,Tramer,1965-01-23,1999-11-07,9999-01-01
458134,Staff,d003,Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01
458191,Staff,d008,George,Atchley,1965-01-28,1997-07-02,9999-01-01
458383,Engineer,d005,Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01
458726,Staff,d009,Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01
458790,Senior Engineer,d004,Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01
458919,Engineer,d005,Kaijung,Papadias,1965-01-12,1999-05-01,2001-04-12
459172,Engineer,d005,Val,Rissanen,1965-01-19,1993-11-20,9999-01-01
459356,Engineer,d005,Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01
459429,Staff,d007,Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01
459685,Engineer,d006,Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01
459846,Staff,d003,Yuping,Sethi,1965-01-24,1997-12-28,1999-05-21
460131,Staff,d007,Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01
460691,Senior Staff,d003,Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01
460707,Engineer,d005,Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01
460920,Senior Staff,d007,Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01
461120,Senior Engineer,d005,Shietung,Gelosh,1965-01-18,1996-03-26,2001-04-01
461270,Staff,d007,Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01
461563,Senior Staff,d002,Sreenivas,Versino,1965-01-29,1985-08-24,1988-12-25
461723,Assistant Engineer,d005,Deborah,Basawa,1965-01-02,1991-04-30,1992-03-02
461801,Senior Staff,d009,Sumali,Cooman,1965-01-03,1993-04-18,9999-01-01
462067,Senior Staff,d001,Sampalli,Francisci,1965-01-29,1994-11-25,2001-10-17
462493,Engineer,d006,Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01
462736,Staff,d008,Larisa,Murtafg,1965-01-14,1991-02-25,1993-06-04
462795,Senior Staff,d008,Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01
463023,Staff,d001,Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01
463099,Senior Staff,d002,Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01
463212,Senior Engineer,d006,Ramya,Rossi,1965-01-09,2001-09-02,9999-01-01
463472,Technique Leader,d009,Jaber,Sethi,1965-01-11,2000-06-11,9999-01-01
463495,Staff,d003,Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01
464284,Senior Staff,d007,Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01
464303,Senior Staff,d009,Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01
464526,Staff,d008,Berna,Comellas,1965-01-02,1995-09-07,2000-02-18
465062,Senior Engineer,d004,Stafford,Gist,1965-01-29,1988-05-07,9999-01-01
465076,Engineer,d004,Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01
465085,Senior Staff,d009,Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01
465409,Staff,d001,Shahid,Varman,1965-01-30,1985-08-27,9999-01-01
465501,Staff,d003,Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01
465711,Senior Engineer,d005,Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01
465853,Staff,d003,Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01
465874,Engineer,d004,Herb,Picht,1965-01-12,1985-05-31,9999-01-01
466064,Senior Staff,d007,Temple,Danlos,1965-01-31,1994-06-13,9999-01-01
466367,Staff,d009,Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01
466509,Engineer,d005,Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01
466603,Senior Staff,d001,Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01
466745,Staff,d003,Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01
466911,Staff,d009,Stepehn,Markovitch,1965-01-11,1991-08-13,1995-08-07
467176,Staff,d003,Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01
467269,Technique Leader,d005,Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01
467392,Senior Engineer,d004,Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01
467441,Senior Engineer,d004,Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01
467591,Staff,d003,Kiyotoshi,Hennebert,1965-01-17,1997-09-21,2001-03-06
467886,Senior Staff,d001,Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01
467918,Staff,d009,Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01
468360,Technique Leader,d005,Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01
468417,Engineer,d004,Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01
468659,Engineer,d005,Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01
468763,Senior Engineer,d004,Sachin,Zlotek,1965-01-12,1985-03-11,1990-08-09
468773,Senior Engineer,d006,Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01
469104,Engineer,d004,Nadjib,Comellas,1965-01-21,1996-04-18,1999-01-22
469253,Engineer,d005,Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01
469269,Senior Engineer,d004,Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01
469366,Engineer,d006,Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01
469399,Engineer,d005,Hongzhu,Ruemmler,1965-01-25,1999-02-14,2000-06-06
469527,Staff,d008,Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01
469529,Engineer,d006,Neven,Rikino,1965-01-07,1988-10-21,9999-01-01
469735,Senior Engineer,d005,Arif,Stranks,1965-01-30,1992-11-16,9999-01-01
469805,Staff,d002,Chaosheng,Shobatake,1965-01-21,1991-07-03,2001-09-15
469867,Staff,d008,Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01
470456,Senior Staff,d007,Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01
470472,Senior Engineer,d005,Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01
471397,Engineer,d008,Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01
471532,Technique Leader,d005,Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01
471552,Staff,d002,Basem,Lortz,1965-01-22,1997-10-25,9999-01-01
471911,Engineer,d006,Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01
471939,Staff,d008,Kazuhiko,Marshall,1965-01-27,1999-11-16,2001-06-04
472052,Assistant Engineer,d005,Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01
472143,Senior Staff,d007,Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01
472238,Senior Engineer,d004,Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01
472440,Staff,d003,Xuejia,Leppanen,1965-01-30,1998-08-25,2000-10-25
472790,Senior Engineer,d005,Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01
472950,Senior Engineer,d004,Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01
473268,Senior Staff,d007,Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01
473299,Staff,d007,Khaled,Penn,1965-01-12,1992-05-19,9999-01-01
473490,Staff,d008,Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01
473824,Staff,d001,Shin,Puoti,1965-01-22,1996-12-20,1999-05-09
473940,Engineer,d004,Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01
474162,Engineer,d004,Ung,Taubenfeld,1965-01-31,1999-10-14,2001-06-30
474257,Staff,d008,Sungwon,Kornyak,1965-01-24,1991-04-04,1994-10-23
474331,Senior Staff,d003,Sugwoo,Eugenio,1965-01-29,1991-10-06,1994-03-02
474372,Staff,d002,Monique,Cyre,1965-01-13,1986-02-13,1994-10-11
474763,Engineer,d005,Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01
474796,Technique Leader,d004,Zongyan,Shackel,1965-01-10,1986-11-09,1987-08-17
474918,Engineer,d005,Rasikan,Khalil,1965-01-15,1985-02-10,1985-03-11
475087,Senior Engineer,d004,Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01
475258,Staff,d004,Fumiyo,Feinberg,1965-01-10,2000-02-12,9999-01-01
475538,Staff,d003,Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01
475938,Senior Engineer,d005,Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01
475965,Senior Engineer,d005,Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01
476055,Staff,d008,Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01
476122,Engineer,d004,Khun,Spieker,1965-01-04,1995-05-07,9999-01-01
476327,Senior Engineer,d004,Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01
476361,Technique Leader,d005,Doohun,Preusig,1965-01-09,1985-04-13,1993-04-28
476488,Technique Leader,d004,Yuping,Kuhnemann,1965-01-30,1986-12-13,1994-07-07
477350,Staff,d007,Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01
477352,Engineer,d005,Nikolaos,Lorch,1965-01-12,1999-04-17,2002-03-07
477578,Senior Engineer,d005,Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01
477969,Senior Engineer,d005,Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01
478007,Engineer,d004,Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01
478170,Assistant Engineer,d006,Doowon,Schoegge,1965-01-22,1994-05-29,1995-04-13
478218,Engineer,d008,Djenana,Erol,1965-01-02,1999-12-03,9999-01-01
478439,Technique Leader,d005,Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01
478768,Senior Engineer,d004,Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01
478799,Senior Staff,d001,Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01
478833,Senior Engineer,d004,Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01
478858,Staff,d009,Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01
479024,Engineer,d004,Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01
479407,Senior Engineer,d004,Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01
479601,Staff,d008,Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01
479695,Staff,d003,Masamitsu,Murrill,1965-01-06,1996-06-27,1999-06-23
480035,Staff,d008,Sukumar,Georg,1965-01-26,1990-03-27,1990-08-26
480066,Senior Engineer,d006,Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01
480178,Staff,d008,Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01
480268,Technique Leader,d005,Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01
480407,Senior Engineer,d005,Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01
480571,Engineer,d005,Anoosh,Wielonsky,1965-01-09,1994-08-04,1996-08-01
481050,Senior Staff,d003,Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01
481148,Engineer,d005,Gina,Decaestecker,1965-01-18,1986-06-20,1989-05-25
481213,Staff,d007,Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01
481397,Assistant Engineer,d004,Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01
481399,Staff,d005,Amabile,Crelier,1965-01-05,1999-01-14,2000-04-07
481467,Staff,d007,Margareta,Polajnar,1965-01-03,1989-02-24,1996-07-01
481764,Senior Engineer,d004,Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01
481790,Senior Engineer,d005,Haldun,Erie,1965-01-22,1996-09-12,1999-01-01
481807,Senior Engineer,d005,Taegyun,Vieri,1965-01-23,1988-06-17,1989-03-03
482278,Senior Engineer,d006,Sven,Hinsberger,1965-01-02,1992-07-24,1994-07-26
482335,Engineer,d005,Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01
482354,Staff,d008,Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01
482755,Staff,d001,Jouni,Conia,1965-01-03,1994-10-31,9999-01-01
482756,Senior Staff,d007,Shaowei,Back,1965-01-02,1996-07-30,1998-12-21
482885,Senior Engineer,d004,Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01
482905,Senior Staff,d002,Aral,Hebden,1965-01-16,1991-09-10,9999-01-01
482944,Staff,d007,Duke,Journel,1965-01-26,1991-10-26,9999-01-01
483213,Technique Leader,d005,Phillip,Munch,1965-01-16,1991-09-02,1998-04-01
483401,Senior Staff,d007,Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01
483675,Engineer,d004,Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01
483825,Senior Engineer,d004,Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01
483838,Assistant Engineer,d004,Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01
483978,Senior Staff,d007,Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01
484126,Senior Staff,d003,Manton,Lueh,1965-01-05,1989-04-07,9999-01-01
484142,Staff,d003,Perry,Cooman,1965-01-05,1987-04-23,9999-01-01
484498,Engineer,d004,Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01
484756,Senior Engineer,d005,Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01
485253,Senior Staff,d009,Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01
485489,Engineer,d005,Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01
485577,Senior Engineer,d005,Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01
485579,Senior Engineer,d005,Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01
485799,Senior Staff,d008,Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01
485817,Engineer,d004,Mahmut,Bolotov,1965-01-29,1997-02-21,9999-01-01
486068,Staff,d003,Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01
486808,Senior Engineer,d006,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01
486918,Senior Staff,d007,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01
486955,Engineer,d004,Jaber,Feldmann,1965-01-09,1997-05-23,1998-08-05
486956,Engineer,d004,Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01
486958,Senior Engineer,d005,Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01
487008,Senior Staff,d007,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01
487505,Staff,d008,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01
487856,Engineer,d005,Jaewon,Mansanne,1965-01-18,1999-05-22,2000-04-29
487988,Staff,d003,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01
488095,Senior Staff,d009,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01
488115,Assistant Engineer,d005,Leah,Luke,1965-01-29,1995-08-23,1995-09-27
488142,Staff,d007,Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01
488414,Engineer,d005,Changho,Gaughan,1965-01-10,1987-06-21,1991-07-13
488482,Engineer,d005,Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01
488540,Senior Staff,d002,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01
488619,Engineer,d004,Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01
488632,Staff,d007,Irena,Baalen,1965-01-20,1999-11-22,2001-02-10
488693,Senior Engineer,d005,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01
488707,Staff,d007,Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01
488752,Staff,d001,Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01
488788,Staff,d009,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01
488984,Staff,d002,Kendra,Junet,1965-01-18,1986-02-28,1992-11-12
489465,Engineer,d004,Bogdan,Pepe,1965-01-17,1995-02-15,1998-11-06
489755,Staff,d002,Matk,Chorvat,1965-01-14,1994-12-30,1999-12-04
489756,Staff,d002,Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01
489928,Assistant Engineer,d005,Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01
490240,Staff,d007,Kazunori,Orlowska,1965-01-18,1996-06-18,2000-10-26
490551,Engineer,d005,Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01
490557,Engineer,d004,Luise,Vigier,1965-01-27,1994-07-01,9999-01-01
490568,Senior Engineer,d005,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01
490720,Senior Engineer,d004,Younwoo,Samarati,1965-01-19,1996-08-19,2002-05-18
491079,Senior Engineer,d005,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01
491162,Senior Engineer,d005,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01
491478,Staff,d007,Gill,Varman,1965-01-16,1988-06-18,9999-01-01
491494,Staff,d007,Saniya,Broomell,1965-01-19,1992-08-04,1997-09-02
491596,Engineer,d006,Charmane,Pargas,1965-01-21,1988-07-29,1992-08-03
491632,Senior Staff,d009,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01
492000,Senior Staff,d003,Valeska,Cools,1965-01-10,1993-12-16,9999-01-01
492052,Staff,d009,Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01
492217,Senior Engineer,d005,Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01
492639,Engineer,d005,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01
492677,Senior Engineer,d004,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01
